x_id,subject,subject_type,relation,y_id,object,object_type,source
4361,leukemic disease,disease,disease_lack response_examination,2131,dental,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
1570,chemotherapy,medicine,medicine_treats_disease,4362,immune diseases,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
1570,chemotherapy,medicine,medicine_treats_disease,4361,leukemic disease,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
435,infections,clinical manifestations,clinical manifestations_from_examination,4366,anc,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4361,leukemic disease,clinical manifestations,clinical manifestations_from_examination,4366,anc,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,clinical manifestations,clinical manifestations_from_examination,4366,anc,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
435,infections,clinical manifestations,clinical manifestations_from_examination,4367,wbc count,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4361,leukemic disease,clinical manifestations,clinical manifestations_from_examination,4367,wbc count,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,clinical manifestations,clinical manifestations_from_examination,4367,wbc count,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
435,infections,clinical manifestations,clinical manifestations_from_examination,2131,dental,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4361,leukemic disease,clinical manifestations,clinical manifestations_from_examination,2131,dental,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,clinical manifestations,clinical manifestations_from_examination,2131,dental,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4362,immune diseases,disease,parent-child,4361,leukemic disease,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_351
4368,hereditary disorder,disease,disease_has_description,4369,"classified as type 1, 2, or 3 depending on the level of deficiency of the von willebrand factor",description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_355
4370,blood dyscrasia,disease,disease_has_clinical manifestations,4371,"anemia, leukemia, thrombocytopenia, hepatitis, cirrhosis",clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
4372,liver diseases,disease,disease_has_clinical manifestations,4373,jaundice,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
4374,genetic bleeding disorders,disease,disease_has_clinical manifestations,4375,"intraoral petechiae, bleeding gingiva, ecchymosis, hemarthroses, hematomas",clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
4376,acute or chronic leukemia,disease,disease_has_clinical manifestations,4377,"oral mucosa ulceration, hyperplasia of the gingiva, petechiae or ecchymosis of the skin or oral mucosa, lymphadenopathy",clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
1789,multiple myeloma,disease,disease_has_clinical manifestations,4378,macular or nodular lesions,clinical manifestations,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
4379,physical examination,examination,examination_at_oral part,4380,exposed skin and oral mucosa,oral part,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
4381,vitamin k,medicine,medicine_reduce_symptom,4382,pt,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
636,nsaids,medicine,medicine_contraindication_disease,4383,bleeding disorders,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
1049,aspirin,medicine,medicine_contraindication_disease,4383,bleeding disorders,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
4381,vitamin k,medicine,medicine_has_description,4384,essential for productions of pt,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
636,nsaids,medicine,medicine_has_description,4385,used within 10 days of this test can affect the results,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
1049,aspirin,medicine,medicine_has_description,4385,used within 10 days of this test can affect the results,description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
4386,coagulation profile,treatment,treatment_frequency,4387,routine screening,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
4386,coagulation profile,treatment,treatment_frequency,4388,extensive surgical procedures,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_356
4389,rivaroxaban,medicine,medicine_contraindication_disease,4390,artificial heart valves,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_359
4391,pradaxa,medicine,medicine_side-effect_disease,1051,bleeding,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4389,rivaroxaban,medicine,medicine_side-effect_disease,1051,bleeding,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4392,apixaban,medicine,medicine_side-effect_disease,1051,bleeding,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4393,edoxaban,medicine,medicine_side-effect_disease,1051,bleeding,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4391,pradaxa,medicine,medicine_contraindication_disease,4394,coagulation disorders,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4389,rivaroxaban,medicine,medicine_contraindication_disease,4394,coagulation disorders,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4392,apixaban,medicine,medicine_contraindication_disease,4394,coagulation disorders,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4393,edoxaban,medicine,medicine_contraindication_disease,4394,coagulation disorders,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4395,ptt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4396,aptt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4397,tt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4398,inr/pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_usually happens_population,4399,dialysis patients,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4382,pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4396,aptt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4397,tt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4398,inr/pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_usually happens_population,4400,alcohol abuse,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4382,pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4396,aptt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4397,tt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4398,inr/pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_usually happens_population,4399,dialysis patients,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4382,pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4396,aptt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4397,tt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4398,inr/pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_usually happens_population,4400,alcohol abuse,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4382,pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4396,aptt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4397,tt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4398,inr/pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_usually happens_population,4399,dialysis patients,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4382,pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4396,aptt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4397,tt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4398,inr/pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_usually happens_population,4400,alcohol abuse,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4382,pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4396,aptt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4397,tt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4398,inr/pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_usually happens_population,4399,dialysis patients,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4382,pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4396,aptt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4397,tt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_lack response_examination,4398,inr/pt,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4383,bleeding disorders,disease,disease_usually happens_population,4400,alcohol abuse,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_360
4401,bmp,medicine,medicine_has_description,4402,"blood levels of calcium, carbon dioxide (bicarbonate), chloride, creatinine, glucose, potassium, sodium, and blood urea nitrogen (bun)",description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
4403,cmp,medicine,medicine_has_description,4404,"albumin, total bilirubin, protein, and the liver enzymes alanine aminotransferase (alt), aspartate aminotransferase (ast), and alkaline phosphatase (alp)",description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
1899,systemic diseases,disease,disease_caused_disease,4405,biochemical profile,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
4406,bmp/cmp,medicine,medicine_treats_disease,1899,systemic diseases,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
4406,bmp/cmp,medicine,medicine_contraindication_disease,1899,systemic diseases,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
1899,systemic diseases,disease,disease_lack response_examination,4406,bmp/cmp,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
4406,bmp/cmp,treatment,treatment_frequency,1899,systemic diseases,frequency,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
4406,bmp/cmp,medicine,medicine_reduce_symptom,4407,symptoms of systemic diseases,symptom,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
1899,systemic diseases,disease,disease_usually happens_population,4408,any population,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
4406,bmp/cmp,medicine,medicine_side-effect_disease,1899,systemic diseases,disease,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
4406,bmp/cmp,medicine,medicine_contraindicates_population,4408,any population,population,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
1899,systemic diseases,disease,disease_treatment,4406,bmp/cmp,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
1899,systemic diseases,clinical manifestations,clinical manifestations_use_treatment,4406,bmp/cmp,treatment,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
1899,systemic diseases,disease,disease_examination,4406,bmp/cmp,examination,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
4401,bmp,medicine,medicine_has_description,4402,"blood levels of calcium, carbon dioxide (bicarbonate), chloride, creatinine, glucose, potassium, sodium, and blood urea nitrogen (bun)",description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
4403,cmp,medicine,medicine_has_description,4404,"albumin, total bilirubin, protein, and the liver enzymes alanine aminotransferase (alt), aspartate aminotransferase (ast), and alkaline phosphatase (alp)",description,suo_._second_term_800_chunks_P3_16_temp_part_1_chunk_362
